LineId,Month,Date,Time,Level,Component,PID,Content,EventId,EventTemplate
75,Sep,17,09:48:12,internpc,dbus-daemon,1420,[system] Failed to activate service 'org.bluez': timed out (service_start_timeout=25000ms),cf39805e,[system] Failed to activate service 'org.bluez': timed out (service_start_timeout=25000ms)
76,Sep,17,09:48:50,internpc,pkexec,,pam_unix(polkit-1:session): session opened for user root by (uid=1000),a4e5952b,pam_unix(polkit-1:session): session opened for user root by (uid=1000)
77,Sep,17,09:48:50,internpc,pkexec,5728,intern: Executing command [USER=root] [TTY=unknown] [CWD=/home/intern] [COMMAND=/usr/lib/update-notifier/package-system-locked],5de9616b,intern: Executing command [USER=root] [TTY=unknown] [CWD=/home/intern] [COMMAND=/usr/lib/update-notifier/package-system-locked]
78,Sep,17,09:59:01,internpc,gdm-password],,gkr-pam: unlocked login keyring,93db07cc,gkr-pam: unlocked login keyring
79,Sep,17,10:05:32,internpc,gnome-keyring-daemon,4116,"asked to register item /org/freedesktop/secrets/collection/login/1, but it's already registered",4a29d288,"asked to register item /org/freedesktop/secrets/collection/login/1, but it's already registered"
80,Sep,17,10:05:32,internpc,gnome-keyring-daemon,4116,"asked to register item /org/freedesktop/secrets/collection/login/1, but it's already registered",4a29d288,"asked to register item /org/freedesktop/secrets/collection/login/1, but it's already registered"
81,Sep,17,10:05:56,internpc,dbus-daemon,1420,[system] Failed to activate service 'org.bluez': timed out (service_start_timeout=25000ms),cf39805e,[system] Failed to activate service 'org.bluez': timed out (service_start_timeout=25000ms)
82,Sep,17,10:09:01,internpc,CRON,8463,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
83,Sep,17,10:09:01,internpc,CRON,8463,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
84,Sep,17,10:17:01,internpc,CRON,9496,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
85,Sep,17,10:17:01,internpc,CRON,9496,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
86,Sep,17,10:39:01,internpc,CRON,11222,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
87,Sep,17,10:39:01,internpc,CRON,11222,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
88,Sep,17,10:56:30,internpc,gdm-password],,gkr-pam: unlocked login keyring,93db07cc,gkr-pam: unlocked login keyring
89,Sep,17,11:09:01,internpc,CRON,13207,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
90,Sep,17,11:09:01,internpc,CRON,13207,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
91,Sep,17,11:17:01,internpc,CRON,13460,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
92,Sep,17,11:17:01,internpc,CRON,13460,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
93,Sep,17,11:37:43,internpc,gdm-password],,gkr-pam: unlocked login keyring,93db07cc,gkr-pam: unlocked login keyring
94,Sep,17,11:39:01,internpc,CRON,14368,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
95,Sep,17,11:39:01,internpc,CRON,14368,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
96,Sep,17,12:09:01,internpc,CRON,14958,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
97,Sep,17,12:09:01,internpc,CRON,14958,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
98,Sep,17,12:17:01,internpc,CRON,15144,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
99,Sep,17,12:17:01,internpc,CRON,15144,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
100,Sep,17,12:23:50,internpc,gdm-password],,pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost=  user=intern,a1ef0b16,pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost= user=intern
101,Sep,17,12:23:57,internpc,gdm-password],,pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost=  user=intern,a1ef0b16,pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost= user=intern
102,Sep,17,12:24:04,internpc,gdm-password],,gkr-pam: unlocked login keyring,93db07cc,gkr-pam: unlocked login keyring
103,Sep,17,12:39:01,internpc,CRON,16309,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
104,Sep,17,12:39:01,internpc,CRON,16309,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
105,Sep,17,13:09:01,internpc,CRON,17912,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
106,Sep,17,13:09:01,internpc,CRON,17912,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
107,Sep,17,13:17:01,internpc,CRON,18862,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
108,Sep,17,13:17:01,internpc,CRON,18862,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
109,Sep,17,13:32:42,internpc,gdm-password],,gkr-pam: unlocked login keyring,93db07cc,gkr-pam: unlocked login keyring
110,Sep,17,13:39:01,internpc,CRON,19853,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
111,Sep,17,13:39:01,internpc,CRON,19853,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
112,Sep,17,14:09:01,internpc,CRON,20855,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
113,Sep,17,14:09:01,internpc,CRON,20855,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
114,Sep,17,14:10:42,internpc,gdm-password],,gkr-pam: unlocked login keyring,93db07cc,gkr-pam: unlocked login keyring
115,Sep,17,14:17:01,internpc,CRON,21199,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
116,Sep,17,14:17:01,internpc,CRON,21199,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
117,Sep,17,14:39:01,internpc,CRON,22869,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
118,Sep,17,14:39:01,internpc,CRON,22869,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
119,Sep,17,14:57:00,internpc,gdm-password],,gkr-pam: unlocked login keyring,93db07cc,gkr-pam: unlocked login keyring
120,Sep,17,15:01:31,internpc,gdm-password],,pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost=  user=intern,a1ef0b16,pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost= user=intern
121,Sep,17,15:01:39,internpc,gdm-password],,pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost=  user=intern,a1ef0b16,pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost= user=intern
122,Sep,17,15:01:45,internpc,gdm-password],,gkr-pam: unlocked login keyring,93db07cc,gkr-pam: unlocked login keyring
123,Sep,17,15:09:01,internpc,CRON,24025,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
124,Sep,17,15:09:01,internpc,CRON,24025,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
125,Sep,17,15:17:01,internpc,CRON,24305,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
126,Sep,17,15:17:01,internpc,CRON,24305,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
127,Sep,17,15:39:01,internpc,CRON,24821,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
128,Sep,17,15:39:01,internpc,CRON,24821,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
129,Sep,17,16:09:01,internpc,CRON,25787,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
130,Sep,17,16:09:01,internpc,CRON,25787,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
131,Sep,17,16:17:01,internpc,CRON,25975,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
132,Sep,17,16:17:01,internpc,CRON,25975,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
133,Sep,17,16:37:12,internpc,gdm-password],,gkr-pam: unlocked login keyring,93db07cc,gkr-pam: unlocked login keyring
134,Sep,17,16:39:01,internpc,CRON,26388,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
135,Sep,17,16:39:01,internpc,CRON,26388,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
136,Sep,17,17:09:02,internpc,CRON,27652,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
137,Sep,17,17:09:02,internpc,CRON,27652,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
138,Sep,17,17:17:01,internpc,CRON,27950,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
139,Sep,17,17:17:01,internpc,CRON,27950,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
140,Sep,17,17:27:21,internpc,systemd-logind,1419,System is powering down.,7aef767d,System is powering down.
141,Sep,18,09:35:56,internpc,systemd-logind,1488,New seat seat0.,835560a8,New seat seat0.
142,Sep,18,09:35:56,internpc,systemd-logind,1488,Watching system buttons on /dev/input/event3 (Power Button),3bf8ba4b,Watching system buttons on   
143,Sep,18,09:35:56,internpc,systemd-logind,1488,Watching system buttons on /dev/input/event0 (Power Button),3bf8ba4b,Watching system buttons on   
144,Sep,18,09:35:56,internpc,systemd-logind,1488,Watching system buttons on /dev/input/event2 (Lid Switch),3bf8ba4b,Watching system buttons on   
145,Sep,18,09:35:56,internpc,systemd-logind,1488,Watching system buttons on /dev/input/event1 (Sleep Button),3bf8ba4b,Watching system buttons on   
146,Sep,18,09:35:56,internpc,systemd-logind,1488,Watching system buttons on /dev/input/event7 (Logitech USB Receiver),d069e105,Watching system buttons on /dev/input/event7 (Logitech USB Receiver)
147,Sep,18,09:35:56,internpc,systemd-logind,1488,Watching system buttons on /dev/input/event9 (Logitech USB Receiver Consumer Control),f12e6680,Watching system buttons on      
148,Sep,18,09:35:56,internpc,systemd-logind,1488,Watching system buttons on /dev/input/event10 (Logitech USB Receiver System Control),f12e6680,Watching system buttons on      
149,Sep,18,09:35:56,internpc,systemd-logind,1488,Watching system buttons on /dev/input/event4 (AT Translated Set 2 keyboard),f12e6680,Watching system buttons on      
150,Sep,18,09:35:57,internpc,gdm-launch-environment],,pam_unix(gdm-launch-environment:session): session opened for user gdm by (uid=0),bb6b9e55,pam_unix(gdm-launch-environment:session): session opened for user gdm by (uid=0)
151,Sep,18,09:35:57,internpc,systemd-logind,1488,New session c1 of user gdm.,7c473141,New session  of user 
152,Sep,18,09:35:57,internpc,systemd,,pam_unix(systemd-user:session): session opened for user gdm by (uid=0),37ec3e93,pam_unix(systemd-user:session): session opened for user  by (uid=0)
153,Sep,18,09:36:00,internpc,polkitd(authority=local),,"Registered Authentication Agent for unix-session:c1 (system bus name :1.25 [/usr/bin/gnome-shell], object path /org/freedesktop/PolicyKit1/AuthenticationAgent, locale en_GB.UTF-8)",57d21f6a,"Registered Authentication Agent for  (system bus name  [/usr/bin/gnome-shell], object path /org/freedesktop/PolicyKit1/AuthenticationAgent, locale en_GB.UTF-8)"
154,Sep,18,09:36:06,internpc,gdm-password],,pam_unix(gdm-password:session): session opened for user intern by (uid=0),65359baa,pam_unix(gdm-password:session): session opened for user intern by (uid=0)
155,Sep,18,09:36:06,internpc,systemd-logind,1488,New session 2 of user intern.,7c473141,New session  of user 
156,Sep,18,09:36:06,internpc,systemd,,pam_unix(systemd-user:session): session opened for user intern by (uid=0),37ec3e93,pam_unix(systemd-user:session): session opened for user  by (uid=0)
157,Sep,18,09:36:13,internpc,polkitd(authority=local),,"Registered Authentication Agent for unix-session:2 (system bus name :1.80 [/usr/bin/gnome-shell], object path /org/freedesktop/PolicyKit1/AuthenticationAgent, locale en_GB.UTF-8)",57d21f6a,"Registered Authentication Agent for  (system bus name  [/usr/bin/gnome-shell], object path /org/freedesktop/PolicyKit1/AuthenticationAgent, locale en_GB.UTF-8)"
158,Sep,18,09:36:24,internpc,dbus-daemon,1370,[system] Failed to activate service 'org.bluez': timed out (service_start_timeout=25000ms),cf39805e,[system] Failed to activate service 'org.bluez': timed out (service_start_timeout=25000ms)
159,Sep,18,09:37:16,internpc,pkexec,,pam_unix(polkit-1:session): session opened for user root by (uid=1000),a4e5952b,pam_unix(polkit-1:session): session opened for user root by (uid=1000)
160,Sep,18,09:37:16,internpc,pkexec,6162,intern: Executing command [USER=root] [TTY=unknown] [CWD=/home/intern] [COMMAND=/usr/lib/update-notifier/package-system-locked],5de9616b,intern: Executing command [USER=root] [TTY=unknown] [CWD=/home/intern] [COMMAND=/usr/lib/update-notifier/package-system-locked]
161,Sep,18,09:39:01,internpc,CRON,8194,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
162,Sep,18,09:39:01,internpc,CRON,8194,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
163,Sep,18,09:40:14,internpc,pkexec,,pam_unix(polkit-1:session): session opened for user root by (uid=1000),a4e5952b,pam_unix(polkit-1:session): session opened for user root by (uid=1000)
164,Sep,18,09:40:14,internpc,pkexec,9723,intern: Executing command [USER=root] [TTY=unknown] [CWD=/home/intern] [COMMAND=/usr/lib/update-notifier/package-system-locked],5de9616b,intern: Executing command [USER=root] [TTY=unknown] [CWD=/home/intern] [COMMAND=/usr/lib/update-notifier/package-system-locked]
165,Sep,18,09:46:13,internpc,gdm-password],,gkr-pam: unlocked login keyring,93db07cc,gkr-pam: unlocked login keyring
166,Sep,18,09:58:42,internpc,gdm-password],,gkr-pam: unlocked login keyring,93db07cc,gkr-pam: unlocked login keyring
167,Sep,18,10:09:01,internpc,CRON,11613,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
168,Sep,18,10:09:01,internpc,CRON,11613,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
169,Sep,18,10:12:38,internpc,gdm-password],,pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost=  user=intern,a1ef0b16,pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost= user=intern
170,Sep,18,10:12:49,internpc,gdm-password],,gkr-pam: unlocked login keyring,93db07cc,gkr-pam: unlocked login keyring
171,Sep,18,10:17:01,internpc,CRON,11775,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
172,Sep,18,10:17:01,internpc,CRON,11775,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
