LineId,Month,Date,Time,Level,Component,PID,Content,EventId,EventTemplate
1,Aug,15,04:02:12,ns1,syslogd 1.4-0,,restart.,78996bdd,restart.
2,Aug,15,04:02:12,ns1,syslogd 1.4-0,,restart.,78996bdd,restart.
3,Aug,15,04:02:12,ns1,syslogd 1.4-0,,restart.,78996bdd,restart.
4,Aug,17,10:28:47,ns1,rc,,Stopping keytable:  succeeded,ba7eea3e,Stopping keytable: succeeded
5,Aug,17,10:28:47,ns1,Font Server,790,terminating,c0393cd4,terminating
6,Aug,17,10:28:48,ns1,xfs,,xfs shutdown succeeded,f0f15d83,xfs shutdown succeeded
7,Aug,17,10:28:49,ns1,gpm,,gpm shutdown succeeded,dca49ef0,gpm shutdown succeeded
8,Aug,17,10:28:50,ns1,httpd,,httpd shutdown succeeded,83308403,httpd shutdown succeeded
9,Aug,17,10:28:50,ns1,squid,,Stopping squid:,a17b99aa,Stopping squid:
10,Aug,17,10:28:52,ns1,squid,900,Squid Parent: child process 901 exited with status 0,8249d6b5,Squid Parent: child process 901 exited with status 0
11,Aug,17,10:28:53,ns1,rc,,Stopping squid:  succeeded,f8ff1509,Stopping squid: succeeded
12,Aug,17,10:28:53,ns1,sshd,,sshd -TERM succeeded,b717dcb2,sshd -TERM succeeded
13,Aug,17,10:28:53,ns1,sendmail,,sendmail shutdown succeeded,b4c66d13,sendmail shutdown succeeded
14,Aug,17,10:28:54,ns1,smb,,smbd shutdown succeeded,f57a83e6,smbd shutdown succeeded
15,Aug,17,10:28:55,ns1,smb,,nmbd shutdown succeeded,c89e9872,nmbd shutdown succeeded
16,Aug,17,10:28:56,ns1,named,907,shutting down,bd167261,shutting down
17,Aug,17,10:28:56,ns1,named,907,no longer listening on 127.0.0.1#53,6d0a0066,no longer listening on <*>#53
18,Aug,17,10:28:56,ns1,named,907,no longer listening on 63.126.79.67#53,6d0a0066,no longer listening on <*>#53
19,Aug,17,10:28:56,ns1,named,907,no longer listening on 63.126.79.69#53,6d0a0066,no longer listening on <*>#53
20,Aug,17,10:28:56,ns1,named,907,no longer listening on 63.126.79.70#53,6d0a0066,no longer listening on <*>#53
21,Aug,17,10:28:56,ns1,named,907,no longer listening on 63.126.79.71#53,6d0a0066,no longer listening on <*>#53
22,Aug,17,10:28:56,ns1,named,907,no longer listening on 63.126.79.72#53,6d0a0066,no longer listening on <*>#53
23,Aug,17,10:28:56,ns1,named,907,no longer listening on 63.126.79.73#53,6d0a0066,no longer listening on <*>#53
24,Aug,17,10:28:56,ns1,named,907,no longer listening on 63.126.79.75#53,6d0a0066,no longer listening on <*>#53
25,Aug,17,10:28:56,ns1,named,907,no longer listening on 63.126.79.80#53,6d0a0066,no longer listening on <*>#53
26,Aug,17,10:28:56,ns1,named,907,no longer listening on 63.126.79.81#53,6d0a0066,no longer listening on <*>#53
27,Aug,17,10:28:56,ns1,named,907,no longer listening on 63.126.79.82#53,6d0a0066,no longer listening on <*>#53
28,Aug,17,10:28:56,ns1,named,907,no longer listening on 63.126.79.83#53,6d0a0066,no longer listening on <*>#53
29,Aug,17,10:28:56,ns1,named,907,no longer listening on 63.126.79.84#53,6d0a0066,no longer listening on <*>#53
30,Aug,17,10:28:56,ns1,named,907,no longer listening on 63.126.79.85#53,6d0a0066,no longer listening on <*>#53
31,Aug,17,10:28:56,ns1,named,907,no longer listening on 63.126.79.87#53,6d0a0066,no longer listening on <*>#53
32,Aug,17,10:28:56,ns1,named,907,no longer listening on 63.126.79.89#53,6d0a0066,no longer listening on <*>#53
33,Aug,17,10:28:56,ns1,named,907,no longer listening on 63.126.79.90#53,6d0a0066,no longer listening on <*>#53
34,Aug,17,10:28:56,ns1,named,907,no longer listening on 63.126.79.95#53,6d0a0066,no longer listening on <*>#53
35,Aug,17,10:28:56,ns1,named,907,no longer listening on 63.126.79.100#53,6d0a0066,no longer listening on <*>#53
36,Aug,17,10:28:56,ns1,named,907,no longer listening on 63.126.79.105#53,6d0a0066,no longer listening on <*>#53
37,Aug,17,10:28:56,ns1,named,907,no longer listening on 63.126.79.110#53,6d0a0066,no longer listening on <*>#53
38,Aug,17,10:28:56,ns1,named,907,no longer listening on 63.126.79.115#53,6d0a0066,no longer listening on <*>#53
39,Aug,17,10:28:56,ns1,named,907,no longer listening on 63.126.79.120#53,6d0a0066,no longer listening on <*>#53
40,Aug,17,10:28:56,ns1,named,907,no longer listening on 63.126.79.125#53,6d0a0066,no longer listening on <*>#53
41,Aug,17,10:28:57,ns1,named,902,exiting,8d218b43,exiting
42,Aug,17,10:29:00,ns1,named,,named shutdown succeeded,e697e623,named shutdown succeeded
43,Aug,17,10:29:00,ns1,ucd-snmp,919,Received TERM or STOP signal...  shutting down...,18125aad,Received TERM or STOP signal... shutting down...
44,Aug,17,10:29:01,ns1,snmpd,,snmpd shutdown succeeded,28a4242e,snmpd shutdown succeeded
45,Aug,17,10:29:01,ns1,xinetd,681,Exiting...,ee665ed5,Exiting...
46,Aug,17,10:29:02,ns1,xinetd,,xinetd shutdown succeeded,5f266c00,xinetd shutdown succeeded
47,Aug,17,10:29:02,ns1,atd,,atd shutdown succeeded,bc58d29a,atd shutdown succeeded
48,Aug,17,10:29:02,ns1,crond,,crond shutdown succeeded,1c424845,crond shutdown succeeded
49,Aug,17,10:29:02,ns1,identd,,identd shutdown succeeded,8ce66722,identd shutdown succeeded
50,Aug,17,10:29:02,ns1,autofs,,automount -USR2 succeeded,4498597f,automount -USR2 succeeded
51,Aug,17,10:29:03,ns1,automount,634,"shutting down, path = /misc",95901a0d,"shutting down, path = /misc"
52,Aug,17,10:29:04,ns1,apmd,585,Exiting,a2790190,Exiting
53,Aug,17,10:29:05,ns1,apmd,,apmd shutdown succeeded,a1bca92d,apmd shutdown succeeded
54,Aug,17,10:29:05,ns1,ntpd,930,ntpd exiting on signal 15,c4b9be2e,ntpd exiting on signal 15
55,Aug,17,10:29:05,ns1,ntpd,,ntpd shutdown succeeded,3b19fca5,ntpd shutdown succeeded
56,Aug,17,10:29:05,ns1,dd,,1+0 records in,d8595ace,1+0 records in
57,Aug,17,10:29:05,ns1,dd,,1+0 records out,247ff452,1+0 records out
58,Aug,17,10:29:05,ns1,random,,Saving random seed:  succeeded,7bef2001,Saving random seed: succeeded
59,Aug,17,10:29:05,ns1,rpc.statd,501,"Caught signal 15, un-registering and exiting.",5094c608,"Caught signal 15, un-registering and exiting."
60,Aug,17,10:29:06,ns1,nfslock,,rpc.statd shutdown succeeded,22d8ced3,rpc.statd shutdown succeeded
61,Aug,17,10:29:07,ns1,portmap,,portmap shutdown succeeded,bd9326d4,portmap shutdown succeeded
62,Aug,17,10:29:07,ns1,kernel,,Kernel logging (proc) stopped.,65a6d07f,Kernel logging (proc) stopped.
63,Aug,17,10:29:07,ns1,kernel,,Kernel log daemon terminating.,b4bfecf1,Kernel log daemon terminating.
64,Aug,17,10:29:08,ns1,syslog,,klogd shutdown succeeded,3acb8bf8,klogd shutdown succeeded
65,Aug,17,10:30:10,ns1,syslogd 1.4-0,,restart.,78996bdd,restart.
66,Aug,17,10:30:10,ns1,syslog,,syslogd startup succeeded,e2e2f763,syslogd startup succeeded
67,Aug,17,10:30:10,ns1,syslog,,klogd startup succeeded,c4abea2c,klogd startup succeeded
68,Aug,17,10:30:10,ns1,kernel,,"klogd 1.4-0, log source = /proc/kmsg started.",88ed8793,"klogd 1.4-0, log source = /proc/kmsg started."
69,Aug,17,10:30:10,ns1,kernel,,Inspecting /boot/System.map-2.4.2-2,d2c8279d,Inspecting /boot/System.map-2.4.2-2
70,Aug,17,10:30:10,ns1,portmap,,portmap startup succeeded,e052d25e,portmap startup succeeded
71,Aug,17,10:30:10,ns1,kernel,,Loaded 14301 symbols from /boot/System.map-2.4.2-2.,3878287f,Loaded 14301 symbols from /boot/System.map-2.4.2-2.
72,Aug,17,10:30:10,ns1,kernel,,Symbols match kernel version 2.4.2.,ef6e215a,Symbols match kernel version 2.4.2.
73,Aug,17,10:30:10,ns1,kernel,,Loaded 135 symbols from 4 modules.,89e4f50c,Loaded 135 symbols from 4 modules.
74,Aug,17,10:30:10,ns1,kernel,,Linux version 2.4.2-2 (root@porky.devel.redhat.com) (gcc version 2.96 20000731 (Red Hat Linux 7.1 2.96-79)) #1 Sun Apr 8 20:41:30 EDT 2001,1e9c30f4,Linux version 2.4.2-2 (root@porky.devel.redhat.com) (gcc version 2.96 20000731 (Red Hat Linux 7.1 2.96-79)) #1 Sun Apr 8 <*> EDT 2001
75,Aug,17,10:30:10,ns1,kernel,,BIOS-provided physical RAM map:,5cb4dcf4,BIOS-provided physical RAM map:
