LineId,Month,Date,Time,Level,Component,PID,Content,EventId,EventTemplate
1,Jul,18,04:02:07,ns1,syslogd 1.4-0,,restart.,78996bdd,restart.
2,Jul,18,04:02:07,ns1,syslogd 1.4-0,,restart.,78996bdd,restart.
3,Jul,18,04:02:07,ns1,syslogd 1.4-0,,restart.,78996bdd,restart.
4,Jul,18,04:02:07,ns1,syslogd 1.4-0,,restart.,78996bdd,restart.
5,Jul,18,04:02:07,ns1,syslogd 1.4-0,,restart.,78996bdd,restart.
6,Jul,18,04:02:07,ns1,syslogd 1.4-0,,restart.,78996bdd,restart.
7,Jul,18,11:12:02,ns1,ftpd,25459,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow",4d2b3456,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
8,Jul,18,11:12:27,ns1,ftpd,25459,FTP session closed,3262681b,FTP session closed
9,Jul,19,10:46:38,ns1,telnetd,31320,ttloop: peer died: EOF,620623a4,ttloop: peer died: EOF
10,Jul,19,10:48:00,ns1,telnetd,31322,ttloop: peer died: EOF,620623a4,ttloop: peer died: EOF
11,Jul,19,10:48:00,ns1,telnetd,31323,ttloop: peer died: EOF,620623a4,ttloop: peer died: EOF
12,Jul,19,10:52:35,ns1,telnetd,31351,ttloop: peer died: EOF,620623a4,ttloop: peer died: EOF
13,Jul,19,10:55:31,ns1,telnetd,31353,ttloop: peer died: EOF,620623a4,ttloop: peer died: EOF
14,Jul,19,10:57:01,ns1,telnetd,31356,ttloop: peer died: EOF,620623a4,ttloop: peer died: EOF
15,Jul,19,10:58:05,ns1,telnetd,31358,ttloop: peer died: EOF,620623a4,ttloop: peer died: EOF
16,Jul,19,11:01:30,ns1,telnetd,31377,ttloop: peer died: EOF,620623a4,ttloop: peer died: EOF
17,Jul,19,11:02:31,ns1,telnetd,31379,ttloop: peer died: EOF,620623a4,ttloop: peer died: EOF
18,Jul,19,11:02:45,ns1,telnetd,31381,ttloop: peer died: EOF,620623a4,ttloop: peer died: EOF
19,Jul,19,11:03:12,ns1,telnetd,31383,ttloop: peer died: EOF,620623a4,ttloop: peer died: EOF
20,Jul,19,11:03:58,ns1,telnetd,31385,ttloop: peer died: EOF,620623a4,ttloop: peer died: EOF
21,Jul,19,11:04:32,ns1,telnetd,31387,ttloop: peer died: EOF,620623a4,ttloop: peer died: EOF
22,Jul,19,11:04:37,ns1,telnetd,31389,ttloop: peer died: EOF,620623a4,ttloop: peer died: EOF
23,Jul,19,11:04:49,ns1,telnetd,31391,ttloop: peer died: EOF,620623a4,ttloop: peer died: EOF
24,Jul,19,11:07:07,ns1,telnetd,31354,ttloop: read: Connection reset by peer,7fb6ca22,ttloop: read: Connection reset by peer
25,Jul,19,11:11:30,ns1,telnetd,31395,ttloop: peer died: EOF,620623a4,ttloop: peer died: EOF
26,Jul,19,11:18:04,ns1,telnetd,31352,ttloop: read: Connection reset by peer,7fb6ca22,ttloop: read: Connection reset by peer
27,Jul,19,12:02:09,ns1,telnetd,31382,ttloop: read: Connection reset by peer,7fb6ca22,ttloop: read: Connection reset by peer
28,Jul,19,12:46:39,ns1,telnetd,31321,ttloop: read: Connection reset by peer,7fb6ca22,ttloop: read: Connection reset by peer
29,Jul,19,12:55:33,ns1,telnetd,31386,ttloop: read: Connection reset by peer,7fb6ca22,ttloop: read: Connection reset by peer
30,Jul,19,12:58:07,ns1,telnetd,31359,ttloop: read: Connection reset by peer,7fb6ca22,ttloop: read: Connection reset by peer
31,Jul,19,12:59:16,ns1,telnetd,31324,ttloop: read: Connection timed out,faf9fd4d,ttloop: read: Connection timed out
32,Jul,19,12:59:16,ns1,telnetd,31325,ttloop: read: Connection timed out,faf9fd4d,ttloop: read: Connection timed out
33,Jul,19,13:01:31,ns1,telnetd,31378,ttloop: read: Connection reset by peer,7fb6ca22,ttloop: read: Connection reset by peer
34,Jul,19,13:13:47,ns1,telnetd,31380,ttloop: read: Connection timed out,faf9fd4d,ttloop: read: Connection timed out
35,Jul,19,13:15:48,ns1,telnetd,31388,ttloop: read: Connection timed out,faf9fd4d,ttloop: read: Connection timed out
36,Jul,19,13:15:52,ns1,telnetd,31390,ttloop: read: Connection timed out,faf9fd4d,ttloop: read: Connection timed out
37,Jul,19,13:47:28,ns1,telnetd,31392,ttloop: read: Connection reset by peer,7fb6ca22,ttloop: read: Connection reset by peer
38,Jul,19,14:00:55,ns1,telnetd,31357,ttloop: read: Connection reset by peer,7fb6ca22,ttloop: read: Connection reset by peer
39,Jul,19,17:12:01,ns1,telnetd,31396,ttloop: read: Connection reset by peer,7fb6ca22,ttloop: read: Connection reset by peer
40,Jul,20,06:36:16,ns1,telnetd,31384,ttloop: read: Connection reset by peer,7fb6ca22,ttloop: read: Connection reset by peer
41,Jul,20,15:54:17,ns1,telnetd,10123,ttloop: read: Connection reset by peer,7fb6ca22,ttloop: read: Connection reset by peer
42,Jul,20,17:39:09,ns1,sshd(pam_unix),850,authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=ieman.uni-paderborn.de  user=root,6d4620ba,authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=ieman.uni-paderborn.de user=root
43,Jul,20,17:39:09,ns1,sshd(pam_unix),851,authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=ieman.uni-paderborn.de  user=root,6d4620ba,authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=ieman.uni-paderborn.de user=root
44,Jul,20,17:39:09,ns1,sshd(pam_unix),852,authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=ieman.uni-paderborn.de  user=root,6d4620ba,authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=ieman.uni-paderborn.de user=root
45,Jul,20,17:39:09,ns1,sshd(pam_unix),853,authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=ieman.uni-paderborn.de  user=root,6d4620ba,authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=ieman.uni-paderborn.de user=root
46,Jul,20,17:39:10,ns1,sshd(pam_unix),854,authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=ieman.uni-paderborn.de  user=root,6d4620ba,authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=ieman.uni-paderborn.de user=root
47,Jul,22,00:08:12,ns1,ftpd,11233,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow",4d2b3456,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
