LineId,Month,Date,Time,Level,Component,PID,Content,EventId,EventTemplate
1,Jul,25,04:02:10,ns1,syslogd 1.4-0,,restart.,78996bdd,restart.
2,Jul,25,04:02:10,ns1,syslogd 1.4-0,,restart.,78996bdd,restart.
3,Jul,25,04:02:10,ns1,syslogd 1.4-0,,restart.,78996bdd,restart.
4,Jul,25,13:35:06,ns1,ftpd,4505,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow",4d2b3456,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
5,Jul,25,13:35:06,ns1,ftpd,4508,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow",4d2b3456,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
6,Jul,25,13:35:06,ns1,ftpd,4504,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow",4d2b3456,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
7,Jul,25,13:35:06,ns1,ftpd,4502,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow",4d2b3456,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
8,Jul,25,13:35:06,ns1,ftpd,4511,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow",4d2b3456,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
9,Jul,25,13:35:06,ns1,ftpd,4510,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow",4d2b3456,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
10,Jul,25,13:35:06,ns1,ftpd,4509,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow",4d2b3456,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
11,Jul,25,13:35:06,ns1,ftpd,4501,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow",4d2b3456,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
12,Jul,25,13:35:06,ns1,ftpd,4506,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow",4d2b3456,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
13,Jul,25,13:35:06,ns1,ftpd,4507,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow",4d2b3456,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
14,Jul,25,13:35:06,ns1,ftpd,4499,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow",4d2b3456,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
15,Jul,25,13:35:06,ns1,ftpd,4500,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow",4d2b3456,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
16,Jul,25,13:35:06,ns1,ftpd,4503,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow",4d2b3456,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
17,Jul,25,13:35:23,ns1,ftpd,4499,FTP session closed,3262681b,FTP session closed
18,Jul,25,13:35:31,ns1,ftpd,4507,FTP session closed,3262681b,FTP session closed
19,Jul,25,13:35:31,ns1,ftpd,4505,FTP session closed,3262681b,FTP session closed
20,Jul,25,13:35:31,ns1,ftpd,4504,FTP session closed,3262681b,FTP session closed
21,Jul,25,13:35:31,ns1,ftpd,4502,FTP session closed,3262681b,FTP session closed
22,Jul,25,13:35:31,ns1,ftpd,4508,FTP session closed,3262681b,FTP session closed
23,Jul,25,13:35:31,ns1,ftpd,4501,FTP session closed,3262681b,FTP session closed
24,Jul,25,13:35:31,ns1,ftpd,4511,FTP session closed,3262681b,FTP session closed
25,Jul,25,13:35:31,ns1,ftpd,4509,FTP session closed,3262681b,FTP session closed
26,Jul,25,13:35:31,ns1,ftpd,4510,FTP session closed,3262681b,FTP session closed
27,Jul,25,13:35:31,ns1,ftpd,4506,FTP session closed,3262681b,FTP session closed
28,Jul,25,13:35:31,ns1,ftpd,4500,FTP session closed,3262681b,FTP session closed
29,Jul,25,13:35:31,ns1,ftpd,4503,FTP session closed,3262681b,FTP session closed
30,Jul,25,13:35:36,ns1,ftpd,4513,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow",4d2b3456,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
31,Jul,25,13:35:36,ns1,ftpd,4514,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow",4d2b3456,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
32,Jul,25,13:35:36,ns1,ftpd,4516,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow",4d2b3456,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
33,Jul,25,13:35:36,ns1,ftpd,4515,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow",4d2b3456,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
34,Jul,25,13:35:36,ns1,ftpd,4518,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow",4d2b3456,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
35,Jul,25,13:35:36,ns1,ftpd,4512,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow",4d2b3456,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
36,Jul,25,13:35:36,ns1,ftpd,4517,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow",4d2b3456,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
37,Jul,25,13:35:36,ns1,ftpd,4519,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow",4d2b3456,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
38,Jul,25,13:35:38,ns1,ftpd,4520,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow",4d2b3456,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
39,Jul,25,13:36:00,ns1,ftpd,4514,FTP session closed,3262681b,FTP session closed
40,Jul,25,13:36:00,ns1,ftpd,4516,FTP session closed,3262681b,FTP session closed
41,Jul,25,13:36:00,ns1,ftpd,4512,FTP session closed,3262681b,FTP session closed
42,Jul,25,13:36:00,ns1,ftpd,4513,FTP session closed,3262681b,FTP session closed
43,Jul,25,13:36:00,ns1,ftpd,4515,FTP session closed,3262681b,FTP session closed
44,Jul,25,13:36:00,ns1,ftpd,4517,FTP session closed,3262681b,FTP session closed
45,Jul,25,13:36:00,ns1,ftpd,4518,FTP session closed,3262681b,FTP session closed
46,Jul,25,13:36:00,ns1,ftpd,4519,FTP session closed,3262681b,FTP session closed
47,Jul,25,13:36:03,ns1,ftpd,4520,FTP session closed,3262681b,FTP session closed
48,Jul,26,04:08:21,ns1,ftpd,5403,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow",4d2b3456,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
49,Jul,26,04:08:21,ns1,ftpd,5405,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow",4d2b3456,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
50,Jul,26,04:08:21,ns1,ftpd,5401,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow",4d2b3456,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
51,Jul,26,04:08:21,ns1,ftpd,5404,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow",4d2b3456,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
52,Jul,26,04:08:21,ns1,ftpd,5402,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow",4d2b3456,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
53,Jul,26,04:08:21,ns1,ftpd,5407,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow",4d2b3456,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
54,Jul,26,04:08:21,ns1,ftpd,5406,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow",4d2b3456,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
55,Jul,26,04:08:30,ns1,ftpd,5408,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow",4d2b3456,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
56,Jul,26,04:08:30,ns1,ftpd,5409,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow",4d2b3456,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
57,Jul,26,04:08:30,ns1,ftpd,5411,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow",4d2b3456,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
58,Jul,26,04:08:30,ns1,ftpd,5412,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow",4d2b3456,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
59,Jul,26,04:08:30,ns1,ftpd,5410,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow",4d2b3456,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
60,Jul,26,04:08:46,ns1,ftpd,5401,FTP session closed,3262681b,FTP session closed
61,Jul,26,04:08:54,ns1,ftpd,5406,FTP session closed,3262681b,FTP session closed
62,Jul,26,04:08:54,ns1,ftpd,5404,FTP session closed,3262681b,FTP session closed
63,Jul,26,04:08:54,ns1,ftpd,5407,FTP session closed,3262681b,FTP session closed
64,Jul,26,04:08:54,ns1,ftpd,5405,FTP session closed,3262681b,FTP session closed
65,Jul,26,04:08:54,ns1,ftpd,5403,FTP session closed,3262681b,FTP session closed
66,Jul,26,04:08:56,ns1,ftpd,5402,FTP session closed,3262681b,FTP session closed
67,Jul,26,04:09:02,ns1,ftpd,5408,FTP session closed,3262681b,FTP session closed
68,Jul,26,04:09:02,ns1,ftpd,5409,FTP session closed,3262681b,FTP session closed
69,Jul,26,04:09:02,ns1,ftpd,5410,FTP session closed,3262681b,FTP session closed
70,Jul,26,04:09:02,ns1,ftpd,5411,FTP session closed,3262681b,FTP session closed
71,Jul,26,04:09:02,ns1,ftpd,5412,FTP session closed,3262681b,FTP session closed
72,Jul,27,17:24:41,ns1,ftpd,9182,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow",4d2b3456,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
73,Jul,27,17:24:41,ns1,ftpd,9185,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow",4d2b3456,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
74,Jul,27,17:24:41,ns1,ftpd,9184,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow",4d2b3456,"wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
